Setting,Seed,Modes,Major-Modes,Minor-Modes,HQS,Real-KL,Real-RKL,Real-JSD,Real-TVD,Uniform-KL,Uniform-RKL,Uniform-JSD,Uniform-TVD
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,103,8,8.0,0.0,0.98504,1.3030492294808012,0.44446805405026824,0.13982334967438304,0.36944177863083816,1.3030492294808012,0.44446805405026824,0.13982334967438304,0.36944177863083816
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,104,8,8.0,0.0,0.98624,2.300635252341742,0.957456127622426,0.2723318470596393,0.6157629558541267,2.300635252341742,0.957456127622426,0.2723318470596393,0.6157629558541267
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,103,8,8.0,0.0,0.98648,2.2801889133325517,0.9405430288416223,0.2699899484064686,0.6158029430582214,2.2801889133325517,0.9405430288416223,0.2699899484064686,0.6158029430582214
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,104,7,7.0,0.0,0.9816,2.1785996589811596,0.9437746142834051,0.2681622492325702,0.6137635956493922,2.1785996589811596,0.9437746142834051,0.2681622492325702,0.6137635956493922
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,104,7,7.0,0.0,0.932,1.739036161726533,0.7009017839102422,0.1931547618663556,0.4890834932821497,1.739036161726533,0.7009017839102422,0.1931547618663556,0.4890834932821497
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,104,8,8.0,0.0,0.97316,2.397712713052257,0.9681808311868219,0.27567388619225913,0.6171625079974408,2.397712713052257,0.9681808311868219,0.27567388619225913,0.6171625079974408
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,104,3,3.0,0.0,0.98112,4.662984079066868,0.9815876398665005,0.2898062931214723,0.6248000639795266,4.662984079066868,0.9815876398665005,0.2898062931214723,0.6248000639795266
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,104,8,8.0,0.0,0.91856,2.4694131756649202,0.9721912689173487,0.2771051145488572,0.6177223288547664,2.4694131756649202,0.9721912689173487,0.2771051145488572,0.6177223288547664
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,104,6,6.0,0.0,0.98392,2.6016705612942443,0.6719372949432243,0.20436465988380748,0.4937619961612284,2.6016705612942443,0.6719372949432243,0.20436465988380748,0.4937619961612284
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,105,8,8.0,0.0,0.98352,1.864322517171666,0.7065614985537745,0.20946866919460688,0.4964411388355726,1.864322517171666,0.7065614985537745,0.20946866919460688,0.4964411388355726
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,105,8,8.0,0.0,0.90292,2.045961832997768,0.6763244382290386,0.2061056747428096,0.4956413947536788,2.045961832997768,0.6763244382290386,0.2061056747428096,0.4956413947536788
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,104,7,7.0,0.0,0.8174,3.1920373210376325,1.3365840422632145,0.3612278222446311,0.7428822776711452,3.1920373210376325,1.3365840422632145,0.3612278222446311,0.7428822776711452
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,104,8,8.0,0.0,0.9712,1.7696808342392554,0.7314507067656052,0.21310046150524142,0.5291906589891235,1.7696808342392554,0.7314507067656052,0.21310046150524142,0.5291906589891235
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,104,4,4.0,0.0,0.98248,3.6847317260445003,0.7055097829522133,0.21749658649533887,0.4998400511836213,3.6847317260445003,0.7055097829522133,0.21749658649533887,0.4998400511836213
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,105,8,8.0,0.0,0.98456,1.383573081715267,0.4694129698056885,0.14570274381896547,0.3704814459373001,1.383573081715267,0.4694129698056885,0.14570274381896547,0.3704814459373001
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,105,7,7.0,0.0,0.95492,1.5383751702704629,0.490586328155675,0.14674770403126483,0.42054542546385154,1.5383751702704629,0.490586328155675,0.14674770403126483,0.42054542546385154
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,104,8,8.0,0.0,0.86708,1.95802951958889,0.6766708537740211,0.20513283798477108,0.4948816378758797,1.95802951958889,0.6766708537740211,0.20513283798477108,0.4948816378758797
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,104,4,4.0,0.0,0.98324,4.026225143333004,0.9712471229036939,0.2804641777255904,0.6176823416506718,4.026225143333004,0.9712471229036939,0.2804641777255904,0.6176823416506718
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,105,7,7.0,0.0,0.80852,1.222863427946852,0.4315963826961405,0.13541178124423983,0.36696257197696736,1.222863427946852,0.4315963826961405,0.13541178124423983,0.36696257197696736
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,105,6,6.0,0.0,0.97772,2.144286670654305,0.6701829764022941,0.20600409745426518,0.4964011516314779,2.144286670654305,0.6701829764022941,0.20600409745426518,0.4964011516314779
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,105,6,6.0,0.0,0.96568,2.0919766811510785,0.8100849785561149,0.2292509394989438,0.5161548304542547,2.0919766811510785,0.8100849785561149,0.2292509394989438,0.5161548304542547
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,105,8,8.0,0.0,0.97504,0.9744092198700751,0.2943392390421298,0.09414454831174396,0.25683781190019195,0.9744092198700751,0.2943392390421298,0.09414454831174396,0.25683781190019195
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,105,3,3.0,0.0,0.98052,4.662158342828032,0.9793631320473677,0.2895052798872781,0.6248000639795266,4.662158342828032,0.9793631320473677,0.2895052798872781,0.6248000639795266
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,106,7,7.0,0.0,0.93916,1.8807307869255538,0.8738721541842718,0.2328734265812032,0.4926423544465771,1.8807307869255538,0.8738721541842718,0.2328734265812032,0.4926423544465771
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,105,8,8.0,0.0,0.93884,1.3139340511176985,0.4785089340858716,0.14680166156076474,0.3905550223928343,1.3139340511176985,0.4785089340858716,0.14680166156076474,0.3905550223928343
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,105,8,8.0,0.0,0.956,1.1647315683540298,0.4543054304265235,0.1396205440210269,0.37300063979526554,1.1647315683540298,0.4543054304265235,0.1396205440210269,0.37300063979526554
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,105,8,8.0,0.0,0.96544,1.5887933923554902,0.6542875364267138,0.19530112352532575,0.4889235444657709,1.5887933923554902,0.6542875364267138,0.19530112352532575,0.4889235444657709
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,106,8,8.0,0.0,0.77544,1.2970809877713556,0.45424836153121456,0.14152416596973666,0.36936180422264875,1.2970809877713556,0.45424836153121456,0.14152416596973666,0.36936180422264875
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,106,8,8.0,0.0,0.94292,1.8991162240426274,0.9274942021063802,0.2593534507583617,0.60760556621881,1.8991162240426274,0.9274942021063802,0.2593534507583617,0.60760556621881
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,106,6,6.0,0.0,0.9814,3.204128856802335,0.9455956858735204,0.2757973727085576,0.6188819577735125,3.204128856802335,0.9455956858735204,0.2757973727085576,0.6188819577735125
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,106,8,8.0,0.0,0.83396,2.847187442173385,1.6603213342328598,0.3933268992252187,0.760836532309661,2.847187442173385,1.6603213342328598,0.3933268992252187,0.760836532309661
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,106,8,8.0,0.0,0.94748,2.980263639010289,1.4715277304014758,0.37215333073299356,0.7404430582213692,2.980263639010289,1.4715277304014758,0.37215333073299356,0.7404430582213692
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,106,7,7.0,0.0,0.9624,1.543186101160649,0.6617289199093332,0.19527393240985258,0.48768394113883556,1.543186101160649,0.6617289199093332,0.19527393240985258,0.48768394113883556
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,106,8,8.0,0.0,0.96828,2.6558033449950638,1.4146889541410748,0.35911765903757575,0.735564619321817,2.6558033449950638,1.4146889541410748,0.35911765903757575,0.735564619321817
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,106,6,6.0,0.0,0.70448,2.3334848451502057,0.9415922655784635,0.271088037301377,0.6165227127319257,2.3334848451502057,0.9415922655784635,0.271088037301377,0.6165227127319257
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,106,4,4.0,0.0,0.97144,4.4830958063724,1.4838677011122865,0.3745742223371794,0.7376439539347409,4.4830958063724,1.4838677011122865,0.3745742223371794,0.7376439539347409
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,106,8,8.0,0.0,0.96132,2.8245814097026747,1.3127234106103203,0.3523644406434553,0.7386036468330135,2.8245814097026747,1.3127234106103203,0.3523644406434553,0.7386036468330135
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,106,8,8.0,0.0,0.95776,2.20263305390061,0.9607972772740241,0.2688521573112475,0.6118442098528472,2.20263305390061,0.9607972772740241,0.2688521573112475,0.6118442098528472
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,107,8,8.0,0.0,0.96892,2.8037859280802033,1.4106264873951604,0.36170075473512164,0.7378039027511196,2.8037859280802033,1.4106264873951604,0.36170075473512164,0.7378039027511196
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,107,8,8.0,0.0,0.9528,1.4066888604278407,0.6193793626418246,0.18442410989582625,0.48288547664747283,1.4066888604278407,0.6193793626418246,0.18442410989582625,0.48288547664747283
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,107,7,7.0,0.0,0.97996,3.195959903020773,1.5244521089152918,0.3759420109445025,0.7378039027511196,3.195959903020773,1.5244521089152918,0.3759420109445025,0.7378039027511196
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,107,6,6.0,0.0,0.95624,1.243788938694535,0.4527978634999944,0.14059716616807272,0.3684820857325656,1.243788938694535,0.4527978634999944,0.14059716616807272,0.3684820857325656
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,107,5,5.0,0.0,0.9608,3.5664934993441975,0.9975046009936166,0.282441312315647,0.6177223288547664,3.5664934993441975,0.9975046009936166,0.282441312315647,0.6177223288547664
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,107,3,3.0,0.0,0.97848,3.74418285174272,1.0187125982333949,0.29189910901721505,0.6234005118362124,3.74418285174272,1.0187125982333949,0.29189910901721505,0.6234005118362124
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,107,3,3.0,0.0,0.98196,4.430041681832224,1.2317307700022861,0.3316382899743695,0.6959772872680742,4.430041681832224,1.2317307700022861,0.3316382899743695,0.6959772872680742
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,107,7,7.0,0.0,0.94944,3.068237577538612,1.3841598547763492,0.36381622471675645,0.7413227767114523,3.068237577538612,1.3841598547763492,0.36381622471675645,0.7413227767114523
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,107,7,7.0,0.0,0.97708,1.0197599784104345,0.2872482098527239,0.09303569870941601,0.24948016634676903,1.0197599784104345,0.2872482098527239,0.09303569870941601,0.24948016634676903
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,108,7,7.0,0.0,0.85656,1.931045409242394,0.7966393596606265,0.222616398673017,0.493562060140755,1.931045409242394,0.7966393596606265,0.222616398673017,0.493562060140755
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1.2-epoch_step-400,107,6,6.0,0.0,0.97408,0.94449422265056,0.3035566825199133,0.09564795423377931,0.2476007677543186,0.94449422265056,0.3035566825199133,0.09564795423377931,0.2476007677543186
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,107,5,5.0,0.0,0.978,1.9384681383576894,0.6930814936412465,0.20763026135231752,0.49444177863083816,1.9384681383576894,0.6930814936412465,0.20763026135231752,0.49444177863083816
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1-epoch_step-400,108,6,6.0,0.0,0.9806,3.022135726018881,1.341253703767052,0.35914466331539036,0.7412827895073577,3.022135726018881,1.341253703767052,0.35914466331539036,0.7412827895073577
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,108,5,5.0,0.0,0.94156,2.861696244956725,1.0660001537815889,0.29647355551718196,0.6210412667946258,2.861696244956725,1.0660001537815889,0.29647355551718196,0.6210412667946258
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,108,8,8.0,0.0,0.98036,2.249286607103019,0.9916892870056306,0.2757367674442888,0.6149632117722328,2.249286607103019,0.9916892870056306,0.2757367674442888,0.6149632117722328
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,107,8,8.0,0.0,0.9688,0.8978811891607743,0.27266224018320107,0.08874059643169399,0.24696097248880358,0.8978811891607743,0.27266224018320107,0.08874059643169399,0.24696097248880358
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,108,8,8.0,0.0,0.95696,0.46227221424658943,0.19961702451264407,0.061912478957769745,0.21976967370441458,0.46227221424658943,0.19961702451264407,0.061912478957769745,0.21976967370441458
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1-epoch_step-400,108,7,7.0,0.0,0.978,2.812857947039867,1.3452823140262242,0.35444619983904535,0.7373640435060781,2.812857947039867,1.3452823140262242,0.35444619983904535,0.7373640435060781
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,108,7,7.0,0.0,0.9784,1.6623047040065526,0.6726134681393695,0.19965883452515198,0.49044305822136913,1.6623047040065526,0.6726134681393695,0.19965883452515198,0.49044305822136913
