Setting,Seed,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10
-non_saturating-n_epochs-50-d_alpha-0.95,32,733,519,427,311,702,495,404,294,612,409,341,243,517,339,275,180,437,269,207,143,353,205,150,93,276,148,102,65,208,94,69,44,134,55,44,25,61,26,14,6
-non_saturating-n_epochs-50-d_alpha-1,32,927,779,665,490,899,730,615,448,824,614,490,347,724,494,378,252,608,370,279,156,496,271,184,87,362,170,101,49,262,87,51,24,151,41,23,8,49,8,3,1
-non_saturating-n_epochs-50-d_alpha-0.95,33,775,551,449,304,739,513,419,284,625,423,331,221,504,324,243,156,401,231,175,112,312,169,123,78,222,113,78,56,154,74,58,34,96,48,31,22,46,18,14,6
-non_saturating-n_epochs-50-d_alpha-0.85,33,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,34,14,12,12,9,14,12,12,9,11,10,8,7,8,5,5,5,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,34,172,123,114,90,163,118,105,88,134,98,88,78,108,85,72,57,87,63,56,41,68,50,41,29,55,37,24,17,40,19,14,10,20,9,9,6,8,5,3,2
-non_saturating-n_epochs-50-d_alpha-1,34,655,503,414,296,631,483,391,285,571,400,326,242,479,312,250,193,401,250,207,148,318,199,156,102,261,152,109,70,189,91,66,31,121,47,27,13,43,13,8,1
-non_saturating-n_epochs-50-d_alpha-0.95,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,35,852,669,571,439,827,641,548,416,744,553,475,357,650,470,370,262,556,350,276,180,457,275,205,114,372,192,132,62,271,120,67,21,171,51,22,8,63,8,3,2
-non_saturating-n_epochs-50-d_alpha-0.85,36,678,477,405,304,642,445,377,288,530,365,307,217,430,273,222,155,349,207,157,106,254,154,109,74,195,99,74,47,143,59,38,22,73,30,16,7,25,7,4,2
-non_saturating-n_epochs-50-d_alpha-0.85,35,10,9,8,8,9,8,8,8,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,36,762,620,523,379,749,593,496,368,691,506,415,310,598,414,338,249,517,342,269,184,428,253,199,128,347,197,139,84,276,133,98,45,180,81,40,18,75,25,12,8
-non_saturating-n_epochs-50-d_alpha-0.9,35,748,539,462,339,693,508,429,303,571,400,323,232,467,298,234,166,369,229,173,99,297,153,106,62,206,103,60,38,134,54,39,19,76,30,17,8,28,6,3,1
-non_saturating-n_epochs-50-d_alpha-0.95,37,640,464,381,282,583,407,335,255,459,303,257,186,344,222,176,122,268,158,113,82,189,112,80,55,137,71,49,29,81,38,23,10,42,13,8,2,12,1,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,37,725,543,457,331,695,504,432,317,611,430,350,248,514,331,265,172,426,247,186,117,325,167,126,89,242,120,88,55,164,86,57,28,106,41,27,11,39,13,9,4
-non_saturating-n_epochs-50-d_alpha-1,36,684,533,442,327,627,470,389,285,515,359,292,208,419,252,196,130,313,171,132,75,219,118,78,53,156,73,53,30,94,42,29,19,54,22,16,8,23,9,5,2
-non_saturating-n_epochs-50-d_alpha-0.9,36,799,618,509,368,784,589,485,349,701,508,409,284,613,396,312,225,508,309,239,151,413,229,165,105,314,157,115,70,241,114,70,38,159,64,34,15,73,15,7,3
-non_saturating-n_epochs-50-d_alpha-0.85,37,724,544,453,343,694,524,428,333,639,452,386,291,562,375,307,236,472,312,253,191,399,248,201,136,332,200,153,84,263,145,89,48,188,78,45,16,90,20,9,4
-non_saturating-n_epochs-50-d_alpha-0.95,38,970,876,784,603,958,858,763,570,928,785,671,470,879,676,556,346,807,556,415,245,693,427,288,163,578,297,200,100,443,200,119,48,297,107,61,17,135,30,11,5
-non_saturating-n_epochs-50-d_alpha-0.85,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,38,856,696,597,425,838,656,561,408,744,559,456,318,650,435,340,239,540,319,251,159,438,239,173,102,340,153,98,46,239,92,52,23,145,39,21,9,48,7,5,2
-non_saturating-n_epochs-50-d_alpha-1,37,702,501,425,318,645,457,384,291,536,358,290,218,413,265,219,158,317,187,154,102,237,128,96,67,165,80,59,32,99,44,29,13,53,18,11,4,16,4,2,1
-non_saturating-n_epochs-50-d_alpha-0.85,39,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,39,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,39,804,644,540,411,778,604,505,385,692,510,420,300,599,397,314,213,488,303,216,134,398,199,150,96,295,148,101,51,201,83,58,25,121,43,21,4,41,4,0,0
-non_saturating-n_epochs-50-d_alpha-1,38,701,502,407,294,666,471,390,271,589,390,316,217,473,312,241,153,391,239,171,107,298,158,110,75,217,107,73,40,153,69,47,25,96,34,22,15,33,14,9,4
-non_saturating-n_epochs-50-d_alpha-0.9,39,705,538,458,338,676,519,440,332,600,446,367,262,515,353,275,184,421,264,208,133,337,199,142,87,267,139,98,50,184,78,52,25,106,41,24,11,37,9,3,2
-non_saturating-n_epochs-50-d_alpha-0.85,40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,40,813,654,540,401,792,624,508,380,714,522,421,317,606,416,336,214,507,321,248,152,410,238,159,104,314,155,111,66,220,108,73,38,134,59,39,17,53,17,11,3
-non_saturating-n_epochs-50-d_alpha-1,40,592,401,316,228,561,375,299,214,456,298,237,160,357,213,170,119,280,151,120,83,204,105,85,67,145,82,66,38,104,58,41,26,68,30,19,9,32,6,5,1
-non_saturating-n_epochs-50-d_alpha-0.95,40,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,41,774,559,484,351,736,524,449,332,629,438,349,253,516,338,273,195,420,264,199,122,334,187,136,77,242,123,83,43,172,74,43,24,99,39,24,11,44,12,8,5
-non_saturating-n_epochs-50-d_alpha-0.9,41,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,41,744,567,468,334,726,555,455,316,663,492,384,273,593,392,308,220,499,306,239,164,408,235,178,125,337,173,138,83,265,124,86,58,171,78,60,26,96,33,16,8
-non_saturating-n_epochs-50-d_alpha-0.85,42,748,583,502,374,710,546,463,345,598,444,358,250,498,320,247,158,390,219,165,87,300,135,86,40,198,69,41,18,115,32,15,5,43,9,3,1,1,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,42,786,583,492,352,741,542,465,331,636,445,374,255,536,350,272,180,436,256,194,122,334,182,130,76,246,114,83,48,169,74,47,25,96,40,21,9,37,8,5,1
-non_saturating-n_epochs-50-d_alpha-0.95,41,766,551,469,360,730,527,449,322,629,443,354,245,509,335,255,176,402,236,179,111,314,167,119,69,222,102,70,36,146,62,35,20,81,27,17,4,23,1,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,42,836,640,549,419,800,615,523,390,723,524,436,323,623,430,344,240,526,320,261,162,436,250,188,101,342,173,107,53,248,102,59,25,150,46,22,7,57,10,2,0
-non_saturating-n_epochs-50-d_alpha-1,42,8,8,8,8,8,8,8,8,5,5,5,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,43,754,577,482,343,727,549,447,328,636,458,359,264,537,352,280,197,442,272,209,129,353,194,139,87,268,130,86,48,192,79,52,27,114,35,26,10,43,11,5,1
-non_saturating-n_epochs-50-d_alpha-0.85,43,765,579,492,379,739,553,477,366,677,479,409,305,585,400,338,222,493,334,251,173,423,247,189,122,338,180,130,72,254,120,76,40,161,67,32,16,68,21,9,5
-non_saturating-n_epochs-50-d_alpha-0.85,44,656,457,378,282,619,431,360,268,536,364,302,204,444,285,224,156,358,214,166,116,289,168,125,67,220,115,76,46,155,66,50,29,97,42,29,13,38,13,5,2
-non_saturating-n_epochs-50-d_alpha-0.95,44,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,44,542,378,332,240,502,364,311,226,420,305,243,183,331,229,189,136,267,177,134,101,209,132,97,71,162,92,75,53,114,69,48,33,75,39,30,18,37,14,11,9
-non_saturating-n_epochs-50-d_alpha-0.9,44,17,14,13,12,12,11,11,11,7,5,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,43,715,503,403,306,689,485,382,278,598,392,318,222,491,309,233,164,407,218,166,106,303,168,117,68,229,107,75,44,163,67,42,25,93,34,22,11,41,10,6,1
-non_saturating-n_epochs-50-d_alpha-0.9,43,770,575,481,355,739,536,450,330,630,438,360,284,522,351,293,193,434,280,208,133,354,198,142,88,265,130,92,49,183,81,51,27,108,38,23,10,43,7,3,1
-non_saturating-n_epochs-50-d_alpha-0.85,45,61,38,32,18,39,24,18,16,23,17,15,12,15,10,10,9,10,9,9,8,9,8,8,7,8,7,5,5,7,5,5,5,5,4,3,2,1,1,1,1
-non_saturating-n_epochs-50-d_alpha-0.85,46,701,507,426,326,671,481,410,311,587,423,350,254,498,337,281,194,412,267,202,133,331,191,142,96,263,134,97,62,185,91,61,41,113,48,29,13,49,18,7,3
-non_saturating-n_epochs-50-d_alpha-0.9,45,720,520,431,316,690,491,414,295,606,407,324,227,476,324,245,177,389,237,174,120,299,166,124,83,232,119,85,60,150,81,58,33,97,48,29,11,46,11,4,2
-non_saturating-n_epochs-50-d_alpha-1,46,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,45,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,47,33,25,22,19,15,12,11,10,6,4,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,45,734,564,483,365,717,542,459,342,652,470,389,276,562,369,296,196,463,283,218,151,376,207,157,116,290,149,115,76,220,108,75,35,148,50,34,15,54,11,7,4
-non_saturating-n_epochs-50-d_alpha-0.9,47,813,627,519,388,793,608,497,369,718,505,416,295,620,407,322,219,508,313,251,156,403,240,185,103,317,180,120,66,244,107,75,39,155,58,35,15,66,21,13,1
-non_saturating-n_epochs-50-d_alpha-0.85,48,680,504,403,289,651,474,380,272,563,379,301,213,458,290,224,156,365,205,157,121,279,149,119,85,212,112,80,39,145,66,41,24,85,30,21,11,28,11,5,2
-non_saturating-n_epochs-50-d_alpha-0.9,46,787,571,465,338,743,538,438,317,627,424,341,248,513,330,259,185,422,256,190,120,313,181,127,69,240,114,71,45,162,66,45,27,92,36,24,15,41,9,7,3
-non_saturating-n_epochs-50-d_alpha-1,47,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,47,735,560,472,353,704,527,448,336,614,452,363,260,495,350,279,190,430,270,200,134,340,193,143,75,259,133,90,55,191,86,55,34,111,44,30,18,52,16,8,5
-non_saturating-n_epochs-50-d_alpha-0.9,48,747,554,443,305,717,528,418,294,631,432,336,227,551,341,251,172,435,252,188,135,340,175,145,91,259,132,98,60,177,85,65,28,113,46,24,20,46,18,12,5
-non_saturating-n_epochs-50-d_alpha-1,48,8,7,6,5,5,5,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,49,776,591,478,340,750,566,454,329,675,475,383,274,589,371,298,214,486,289,233,155,387,218,171,109,282,168,116,66,205,109,70,37,136,54,37,17,59,17,8,3
-non_saturating-n_epochs-50-d_alpha-0.95,48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,50,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,50,722,514,424,322,679,479,396,304,581,388,317,227,467,294,240,162,372,225,169,119,299,159,118,82,223,108,86,57,156,71,54,31,92,36,25,13,36,10,5,2
-non_saturating-n_epochs-50-d_alpha-0.85,49,655,462,381,270,623,447,351,249,525,358,288,194,441,270,212,132,355,190,134,99,258,134,101,68,186,96,70,44,129,59,47,31,82,36,24,13,34,10,6,1
-non_saturating-n_epochs-50-d_alpha-1,49,12,10,10,9,11,10,10,9,6,5,4,4,3,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,50,58,45,41,36,37,29,28,23,22,15,11,10,9,7,6,5,4,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,50,754,578,495,367,725,551,469,344,655,476,394,281,570,389,304,214,470,300,231,152,378,226,166,98,303,159,114,67,215,102,71,42,138,62,44,17,60,22,12,2
-non_saturating-n_epochs-50-d_alpha-0.9,51,701,501,403,288,675,468,373,275,585,384,319,235,501,314,262,186,410,250,203,141,333,203,152,105,262,150,119,76,210,116,85,53,152,76,52,28,74,36,19,9
-non_saturating-n_epochs-50-d_alpha-0.95,51,19,13,13,13,15,13,11,11,11,5,5,4,5,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,51,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,51,814,608,517,378,789,583,491,353,702,496,402,291,588,394,306,210,493,300,226,144,391,217,152,93,286,148,94,59,199,85,59,30,123,45,26,7,58,9,4,2
-non_saturating-n_epochs-50-d_alpha-0.85,52,750,536,463,331,723,515,438,316,641,439,359,259,534,348,271,193,437,267,209,146,366,210,156,102,284,150,108,62,202,100,66,35,132,50,30,19,61,19,12,4
-non_saturating-n_epochs-50-d_alpha-1,52,775,601,509,388,760,579,488,370,676,503,422,313,598,416,349,231,509,337,246,162,423,249,180,103,346,182,120,71,257,108,79,33,162,57,30,13,64,18,7,4
-non_saturating-n_epochs-50-d_alpha-0.95,52,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,52,636,460,373,291,619,433,363,275,524,361,304,229,453,296,238,180,372,233,193,130,295,180,142,90,229,129,97,59,175,88,58,41,107,51,37,20,56,26,9,4
-non_saturating-n_epochs-50-d_alpha-0.85,53,715,545,484,371,687,517,456,349,589,437,371,271,497,334,275,183,403,249,186,121,317,172,117,76,229,107,74,42,141,63,46,22,82,34,15,8,28,4,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,54,816,618,514,391,779,575,488,355,674,488,401,269,574,366,293,210,458,284,219,144,364,208,159,85,281,146,92,52,197,91,58,23,119,38,23,8,47,6,3,0
-non_saturating-n_epochs-50-d_alpha-0.9,53,825,639,525,372,796,615,499,355,722,506,407,297,629,408,329,222,526,323,245,154,431,238,171,106,331,160,120,69,247,107,75,36,149,57,33,13,59,8,4,2
-non_saturating-n_epochs-50-d_alpha-0.9,54,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,54,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,53,643,454,370,280,610,437,355,269,549,379,306,231,467,305,258,179,392,250,195,142,322,198,160,102,259,153,112,80,202,111,82,48,146,76,51,25,73,30,20,10
-non_saturating-n_epochs-50-d_alpha-0.95,53,817,649,537,383,786,609,489,357,694,508,386,277,600,366,283,205,496,282,214,135,397,198,145,90,285,145,99,50,203,86,52,27,111,35,17,7,47,8,5,0
