Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,164.67855702750626,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[442.0706595711797, 322.65658133036436, 204.23894557169342, 182.06229024093182, 154.81871133444884, 149.96711278884322, 152.8811908433031, 155.79549168388712, 144.12754388632243, 158.51206558116746, 148.69423670042602, 159.63563390676723, 152.77075662911216, 160.83642480259186, 153.62311055328337, 157.66265328882196, 163.71587372243903, 166.38251462504104, 164.27907854133218, 164.67855702750626]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,156.7025582477254,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[590.6495988586594, 359.6073233871323, 247.1007259195694, 196.17495608384093, 179.24743089698222, 161.89723543888522, 171.48235865456172, 159.22519758460226, 152.02917218030757, 153.7728637737123, 146.96346329462494, 153.53681518563917, 151.25772961233156, 156.66768427263605, 150.48012413927154, 157.56160160798504, 157.53929277007524, 160.1905145986184, 159.89755033226857, 156.7025582477254]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,152.2334457841789,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[504.8291989046659, 342.7913059851162, 197.98620243232244, 189.76709994455655, 159.6446236938241, 134.5169072613021, 149.18115091948107, 146.76658689498322, 150.27658515839266, 147.87035497784746, 140.70101238697293, 147.24703192042034, 147.66742685450367, 146.12707358398688, 144.9763411932995, 147.96095141379897, 148.77504986095505, 147.3381841721075, 153.1940429595311, 152.2334457841789]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,156.3027566778071,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[628.9079600158204, 376.76967753671806, 350.4530402862051, 204.225789940617, 200.94436350762044, 166.41643483152302, 146.43923811991453, 149.8876564503039, 160.32012256312464, 146.3150413269825, 148.95941570102354, 152.63908989651736, 152.5681639808954, 159.85984647853957, 141.53209829330444, 160.25623416589883, 157.68955707306532, 156.97821149855076, 163.2140338076556, 156.3027566778071]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,150.89561567603118,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[576.3375310586512, 311.39023727146605, 157.00362594425133, 156.04367804949675, 152.94312415224385, 134.57041004391453, 130.9430196883318, 143.17496452588648, 149.1981591452693, 142.84910636854966, 141.662791331996, 152.392278725913, 148.41297037577078, 149.53314578193044, 141.34931138287402, 144.90804635990912, 152.38579247318262, 153.67187115511433, 150.60386412621324, 150.89561567603118]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,149.32170603618943,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[790.6618979366813, 381.0588101164785, 316.1870738685129, 194.51302464280548, 168.3229292763076, 148.20202475701467, 152.2041115626571, 137.25047743541563, 148.2534260267796, 149.2759100482849, 144.4440030068331, 142.57290832050012, 143.09635510140515, 146.0068109950912, 146.13709753965168, 143.3345582073748, 156.02689304045134, 151.28212806294005, 153.7666102332878, 149.32170603618943]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,156.55934963824848,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[477.9999206432501, 277.4128610467569, 199.7787553215012, 184.49768770379956, 143.97980209689285, 151.72710730702738, 149.06720046413693, 146.12893098518794, 151.84585256789455, 153.3731893149934, 153.43408993242406, 162.03578658073639, 160.2446262212652, 153.17785123485464, 156.68833099086214, 159.48882196920636, 160.0944760921525, 162.00979868488253, 160.01239687469024, 156.55934963824848]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,155.38036027365547,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[542.0089000693695, 258.05342276475653, 174.1294317704835, 177.92499001334818, 150.9286966414188, 149.26989689409993, 141.8260921141291, 153.5801010843361, 153.93688591702175, 160.16172008914805, 150.66735344923063, 152.90121526652524, 145.78385292222947, 155.746360378379, 149.96028482981114, 150.91152173694923, 152.6261273929847, 161.41052699140755, 155.88019595109517, 155.38036027365547]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,158.0990962884373,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[540.6017283940464, 320.4434441585995, 217.01821609502645, 167.6870828200308, 152.70268523966843, 142.7707894598027, 153.6471826134757, 152.38574324534557, 144.3606028230065, 148.1409099239595, 148.76675812655003, 156.20110813292013, 158.35532899593727, 157.1757797502114, 152.12298602350893, 150.70647373593806, 152.37062780060637, 153.90868152565463, 158.94304992167258, 158.0990962884373]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,157.9435176316083,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[509.46364452315856, 250.06019805865594, 196.9965417853257, 175.51458687676245, 153.7296279307011, 148.74771495580762, 147.38987050963829, 148.13780513205734, 145.56535674953784, 149.13191746566304, 147.81732782182235, 148.63250732573533, 148.96254386531086, 154.33334559911805, 147.34657761772542, 150.08199858162493, 159.20562818935878, 154.81111175868273, 154.79529180534882, 157.9435176316083]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,156.8120630173512,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[528.2111092757955, 254.47896828259195, 189.77718796631143, 159.34499485829156, 158.26549368636756, 156.99595985020642, 148.79928191861518, 146.94053804501846, 141.49594581489146, 149.90109874757673, 148.92685595047487, 158.57950268997956, 148.3665454851989, 148.77031916791157, 155.77720145110334, 152.2946076166902, 153.4618780670114, 155.81752602115876, 152.5843213632918, 156.8120630173512]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,165.71100165671487,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[456.913495323814, 282.70526286324775, 210.7501758659937, 171.2311990553194, 158.9304737386292, 161.7536973008382, 152.63648873672514, 148.95444584674738, 157.47867080508877, 150.90113343409143, 153.89405404559648, 158.26809188429502, 155.64981953489314, 160.75312830149278, 154.37874568546022, 151.75502934704718, 162.32358245286287, 162.14353831180915, 160.95152951794694, 165.71100165671487]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,156.95860701804554,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[404.8636630465162, 305.49998421882447, 205.3557487320063, 173.72257269835472, 148.04556249007146, 160.71584634491592, 148.38165810202622, 141.1079414219662, 151.2194276015864, 153.78851068006838, 152.976693389214, 159.1269577210262, 150.41417475602293, 155.11160489457484, 153.30060378701273, 156.6275522669439, 156.9720830246597, 155.20094290175712, 161.09187919175884, 156.95860701804554]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,158.87460518392254,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[519.7103153113885, 321.7452136902034, 218.7222258007564, 190.47476514427854, 145.03821326670186, 162.98891912510567, 156.69213693978463, 154.9908425566707, 151.60098560195615, 158.28832494695212, 154.83679752647777, 153.85679765979876, 157.86351366360054, 162.5117486452009, 153.40452361901635, 162.7427694006915, 159.39546857233017, 157.68726640469094, 161.2463942440354, 158.87460518392254]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,151.72760468149272,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[394.08632269896293, 317.44622967857504, 221.32468954911496, 166.5052819073262, 160.48351057540845, 153.80482348059786, 152.44101120269124, 153.54002345613185, 153.21119254466475, 153.37704925678395, 158.24471350636713, 149.591500782813, 152.46847964848712, 153.62056159281065, 154.20990014555673, 150.91898122367388, 154.82335767605719, 151.98748738801623, 151.76444731347829, 151.72760468149272]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,155.20960873064155,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[477.3144808181846, 247.2948186767817, 188.6859748313525, 208.84869470330568, 162.08365362189102, 172.41972841808615, 148.0670103303646, 151.37508468018177, 152.94535344176415, 165.7223365905968, 146.17766945594508, 146.03531549209902, 152.00550683071765, 156.6868488964078, 157.02146185526817, 147.26651480090118, 149.91879722705744, 154.22637015356077, 153.20730573947958, 155.20960873064155]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,153.75093174486506,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[607.4515016003484, 281.863136610687, 170.71580493354713, 230.65618261380428, 172.33242617938504, 150.25690191006265, 145.96904636473073, 139.7810727967974, 147.40844666325484, 146.9266437796059, 151.76345876705477, 148.33690535889218, 153.00621761415687, 150.89902621945134, 149.72277096114703, 157.48957298279015, 151.6619717979802, 158.0748171560872, 152.66462041069008, 153.75093174486506]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,159.20773099183452,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[431.599899004882, 308.03626296592074, 191.33428144186132, 176.32219772832696, 157.82909175525901, 145.58150441938346, 144.7908372267034, 145.98056268911114, 139.90784006067588, 151.3091921459354, 148.70667847658387, 146.9441803849213, 146.42552176495678, 156.44360261215525, 152.99598260392827, 150.83606484690222, 158.08896665281713, 155.75969995139712, 151.57171816022537, 159.20773099183452]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,157.85102268076935,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[541.3693526863162, 298.9693317002418, 192.2038779186264, 183.06391350898048, 161.27662794337175, 152.8481008747758, 154.29590021224044, 140.2508942762945, 157.5198461820719, 149.28884773428126, 148.33241890846693, 152.3841644025747, 154.30243962929148, 153.9425120566175, 150.7218393359915, 152.72631083832312, 150.6276769829169, 149.61806702542208, 153.6647436760145, 157.85102268076935]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,157.26497075251882,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[553.1206385039727, 255.891753111046, 176.68543443017188, 172.8866023517196, 154.586799318844, 159.78133828900263, 147.2665811202155, 158.0934712348444, 153.1104226162613, 154.02307759166115, 152.6248814560911, 162.08058464086457, 159.9418339886629, 158.86478384361976, 160.85546866276036, 159.85539552478258, 166.07763325725682, 164.65177002301266, 167.35272500356677, 157.26497075251882]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,164.6945936543948,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[432.014432840321, 289.1804537665266, 198.69576643987057, 169.1622302176727, 152.4930162429082, 162.56287038042456, 148.4682451213232, 159.63091241980146, 157.37481634137885, 155.39268474389633, 153.20839179196014, 154.64862984788783, 156.48910078400536, 161.29885180064275, 156.84844445067756, 161.26379006948468, 161.453471447232, 156.44969697783017, 159.0917085206297, 164.6945936543948]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,155.52923024441816,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[463.0473009360717, 288.8618729280131, 176.74472516282367, 202.2977074274395, 156.97479994037394, 155.03889208422652, 161.75870160690874, 143.69695480780138, 148.22140978101947, 160.6620841540789, 152.61939622115483, 157.32608401305197, 162.3997385213886, 156.2553040521475, 155.2816390653386, 156.34206217111705, 166.92256863691773, 155.18546310401348, 165.85485860622157, 155.52923024441816]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,158.71864145396694,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[559.2055231744253, 295.8587748612126, 230.66584753961752, 182.5691615660835, 167.10651760314067, 130.32777741046675, 133.8675933912341, 144.6863306054047, 139.65925098393473, 150.56023966611383, 144.78778476928187, 151.95412083044926, 149.21891846109975, 145.98952390814384, 149.71881779188925, 150.5138214870658, 156.9701038139749, 149.16340781351323, 159.49639052585758, 158.71864145396694]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,158.74881770736897,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[728.0435374609438, 325.9091511344768, 275.03214330928085, 198.8772119575217, 164.43019965123312, 163.86637294020284, 161.0115325698439, 147.3669406919928, 137.50914136562983, 146.45822611554422, 144.68980713434166, 164.4814490430599, 146.73415544653335, 147.88408145699873, 148.91364512725158, 154.06130731967687, 155.9996080200251, 147.98271298203417, 159.29220966153025, 158.74881770736897]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,151.18108178308967,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.906203821248, 299.30180693063085, 174.80453918319517, 154.10503134123314, 156.02064181757214, 181.28164110925331, 157.55987703494202, 150.34206954991896, 133.0692684696221, 151.62298776073203, 151.76049643589386, 152.16610832015135, 138.96030916106747, 157.07051721266794, 152.1012748951989, 148.88063342517398, 157.56484475130605, 156.09165530731298, 149.37772522510932, 151.18108178308967]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,164.59871278564538,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.4829953207384, 345.52453186014145, 229.64830439446678, 155.84871889808937, 149.37400980020516, 155.6503010314102, 141.32354675192437, 141.38045691589377, 143.221836455245, 152.2876525389247, 140.7919623642099, 154.65092739088095, 151.07374360399672, 160.26900238762119, 155.46854455434368, 154.39996886587232, 159.66171628326424, 151.8434887807823, 160.42921078308723, 164.59871278564538]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,156.1217558030546,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[534.854380547104, 288.43661656895074, 211.44485268445283, 187.1324395446561, 180.10931280399518, 144.2898781764518, 147.11568737053426, 144.48612041013325, 144.44305243663484, 148.57952657028477, 150.6589472834196, 151.21236348066918, 148.83436858499954, 149.64944561501716, 153.4341653628835, 148.87823412427224, 148.94179619171996, 152.70069131787955, 152.4696980667577, 156.1217558030546]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,148.60499254133128,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[382.5441513026344, 239.2137990980591, 164.04547288106664, 167.82793038664704, 145.89135910795721, 137.14559565526974, 141.62770318584717, 133.6394945402767, 134.47095638833616, 141.11320203284572, 147.14254794248473, 142.05451463503027, 147.17468003940303, 156.0188591243791, 149.07524067699387, 150.29608414592894, 161.06058490844384, 147.64311311979372, 157.81464461516407, 148.60499254133128]"
