Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,9,148.27048461204004,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[312.147950422328, 221.91064957630442, 200.23571332087545, 197.81628174456046, 153.3893027836657, 172.55082040850334, 153.21694585627984, 146.31553790655516, 146.68122790418784, 154.0207966691098, 139.88590417837395, 156.27195939549392, 148.09000778982522, 148.71347382960244, 156.544662285728, 160.13646088245287, 151.0444980378611, 155.92728953787173, 148.1173389043954, 148.27048461204004]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,9,164.7735496695634,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[473.32344629787326, 236.07574538028985, 195.66255182631585, 171.91264164367158, 163.14052725492365, 171.74889122887816, 160.31273740762344, 154.27575147188918, 148.56464617097072, 156.77959668565063, 158.55133368681845, 156.10882441115245, 152.76114021939475, 152.79931024430834, 159.51778518073343, 164.2624818957654, 161.69300033970626, 155.22950096879777, 160.23964814471765, 164.7735496695634]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,9,159.24812700937764,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[596.1933297707565, 241.57548659695954, 200.06573295275848, 184.49154086457884, 158.81946457948766, 145.13807225103028, 135.10827125197625, 133.48007516062603, 137.99132169392396, 145.76970425937998, 144.60451570946043, 151.9209348231359, 157.67663841016656, 151.85431888386665, 153.1331077377804, 155.13538992962845, 152.54805319155457, 154.82734352787884, 156.57935408457092, 159.24812700937764]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,9,153.69149952500652,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[467.9054017269443, 447.5482097499071, 354.1581844037173, 227.115105449594, 198.3266125146747, 160.8697587246661, 146.33282573083306, 146.40488516510072, 154.65143340793657, 147.8968690008969, 149.19360224981529, 162.28383399408676, 141.82876151856226, 162.69316264341387, 158.43349444203045, 164.75503869967224, 156.553801968711, 154.83297746156813, 147.65856095480285, 153.69149952500652]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,9,153.54468378652518,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[645.4356110731333, 388.3658354963204, 255.17043535622793, 205.8609033593143, 175.48706951429267, 183.39955858556618, 141.00415522520166, 153.99398355819858, 156.11719866392127, 154.7528381821121, 138.28453902913657, 147.32554378450914, 155.7418970802305, 148.68562534337752, 159.80974540278112, 160.934910323758, 158.81024409599922, 183.0827650159772, 152.46079993057378, 153.54468378652518]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,9,157.40771815578273,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[552.0742681945153, 257.6262774410634, 208.9310222863744, 151.0702600608479, 162.25700345379732, 147.31581272421408, 146.8892259825916, 158.4339841702781, 151.1817005289272, 141.75494756173157, 151.82137528904195, 141.3601706019665, 148.8193869800084, 150.42308808893426, 147.8743101202724, 149.89035261733375, 154.92248540938044, 155.88040125026328, 154.46124529510894, 157.40771815578273]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,9,152.47852992479375,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[536.9560610934022, 324.6839748822581, 210.47112740630655, 234.0766522067463, 189.0151266456196, 149.98933557803002, 174.75251855698207, 144.01592261819087, 163.27070278831616, 154.808019469207, 156.90145510832645, 155.62141022857531, 155.30918067435482, 153.29898717848664, 155.580263948091, 155.31079779032166, 158.23649050470635, 152.77804590578899, 158.2095963886984, 152.47852992479375]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,9,145.20976248229908,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[576.2483188661754, 267.7329563277076, 267.5458557441591, 224.13120370791466, 167.06052197090276, 165.16983313976561, 154.88624309902798, 168.1984868252623, 133.42054983928665, 145.7824699719688, 154.68976410092137, 168.11841721451128, 143.0754114760516, 138.9861861220993, 141.38174803962102, 144.48113511135307, 144.23070387058124, 148.9522564057802, 136.85039921953012, 145.20976248229908]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,9,148.39522270083467,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[608.8818768145763, 264.13244185407075, 182.89367777886355, 187.6687720927382, 149.97181617630736, 157.64042290337784, 138.88049037811516, 156.48278131821553, 161.08599568249997, 150.53884905790164, 143.45423543330935, 143.10491772350406, 147.01978533853662, 148.45749882683958, 150.74272005683497, 146.09015092725213, 144.38662709971732, 149.86006856953873, 147.31875808718223, 148.39522270083467]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,9,157.54235545517508,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[552.8571463564108, 345.46288783177215, 204.59986518385313, 173.215174242069, 182.5993200498517, 145.20889862346712, 163.86462182152354, 150.04497127778018, 144.54768725110898, 143.61506376268676, 142.77577271868222, 154.04488781735336, 144.2589371688041, 154.47523576267167, 155.0903636603516, 153.04243183375297, 152.12220727122985, 153.05751974239547, 150.37438445610815, 157.54235545517508]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,9,152.91582493083774,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[665.3741889639432, 225.4147497393294, 198.57969780052736, 177.14955415958684, 165.2657242363166, 153.19698041637798, 158.60790184943016, 154.3873122579962, 152.05475192914378, 138.74293818895922, 142.72827352098625, 145.93708678096618, 149.72713108090193, 153.3989856448634, 157.0125488670883, 153.69411507985706, 150.18724969045024, 154.3767704992067, 159.8485670719797, 152.91582493083774]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,9,166.36897361289016,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[571.9336697613642, 307.38399940618365, 189.87098621759674, 187.04059921234284, 145.15496355427217, 174.58389988721729, 155.75220985983174, 155.51078543077847, 158.99681977495197, 152.51518428898248, 157.7334635068746, 167.91598578690582, 172.10663903603677, 163.63817930619302, 155.9580259621207, 159.61002878011277, 161.8334258324894, 166.84457186165173, 158.83084572841017, 166.36897361289016]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,9,152.85156671602613,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[518.6335977379267, 266.5333003678013, 232.90301064228834, 187.65592395493218, 164.70571376035377, 147.95942999974068, 146.4862474969882, 139.38668571765015, 143.75064060285695, 139.48382773448157, 146.3818591447266, 151.41006599181128, 152.86355587944968, 141.69137826659357, 147.15256414651867, 155.09542944172563, 150.90984876725224, 148.85818235345664, 152.9334656641131, 152.85156671602613]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,170.53261918791554,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[627.5486160283613, 459.9248818125161, 296.01365139825884, 275.08177646511035, 240.3971807674834, 228.84326149253366, 187.90408211181057, 170.85976572281584, 182.25750655882598, 160.8681323754936, 146.95896156775007, 156.71953834118108, 152.3367320740249, 159.97621176315943, 159.72029311887854, 159.51106306138627, 162.46325655040664, 160.57060646969217, 167.32654325855628, 170.53261918791554]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,167.40131499637118,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[515.0368067017635, 498.67942990768324, 345.77426233298274, 358.4520548426158, 258.86146570154983, 194.79083652591316, 197.03367495466955, 182.42161120268315, 168.0036357161407, 167.17953829826456, 160.65768057569358, 167.70944520413877, 165.8222522003084, 166.81694787107745, 159.59706236012516, 159.01072061966988, 160.69001340128716, 164.52886617608124, 171.36614376434363, 167.40131499637118]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,168.68435252115887,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[539.8662576029024, 549.5347750740398, 287.10200778517947, 209.46538398702387, 226.3294805567266, 175.9957545035636, 164.90912972878732, 183.90370311439642, 172.23667446584614, 161.94696724585833, 166.8386446685622, 161.7109575471684, 159.21124137930292, 167.75556000855158, 167.38522469018335, 173.80990462453565, 170.4087618045537, 175.08477362004965, 168.69183646050647, 168.68435252115887]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,169.0944077607594,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[641.4385633573595, 403.32447042000194, 261.81379547966435, 179.28672443500545, 189.30491031418433, 175.23180966654672, 177.24227487749704, 161.73322532213706, 159.00148850329106, 163.67736505343896, 156.9157716030461, 162.0676787678508, 155.19055940281464, 166.29224879784124, 160.25193378727317, 163.2263529430952, 167.86792248179358, 164.83124152438404, 172.23154089001855, 169.0944077607594]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,169.36428131727257,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[558.224303882128, 364.8796359577643, 341.8657110619165, 262.6842963994309, 189.37242536998133, 184.2156225652243, 168.0470238461653, 167.0842746288945, 162.64649213290795, 164.98364844565663, 158.16018585429947, 160.86338720965978, 151.38111187668915, 162.4591053138788, 154.32600845892443, 157.68670915459234, 164.2273534121141, 165.65347831138547, 165.87464905590537, 169.36428131727257]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,165.43632733201412,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[514.0328576645518, 429.7116888427229, 321.67795396760016, 266.2421699936342, 205.68758594300107, 224.69796839640367, 172.52738353612335, 180.00534263564805, 167.19030722616912, 159.8867236469182, 172.12663937145294, 164.5183334893784, 159.75418214451065, 170.08144243995935, 166.72377062598457, 173.84804772802477, 167.508467487512, 164.13299982129593, 159.3967456342932, 165.43632733201412]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,166.19315916525397,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[661.5680212965292, 350.24587594567333, 424.31854275192745, 249.7781854261766, 203.36490389463916, 181.1479454641169, 171.14237689420543, 154.82915162231438, 172.49554290269884, 160.44798360036702, 156.566498470821, 165.55412637628, 158.042639851815, 163.72965769225698, 166.97231330300383, 174.3334063067707, 166.55645318453753, 165.64053252875328, 162.0980886018051, 166.19315916525397]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,170.13305104711912,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[567.9471999802408, 373.3076936002135, 205.35145534565754, 197.63565802415815, 166.2236419144824, 158.00191756041522, 171.59014966404243, 177.4707585736653, 166.67273485704936, 171.77293742370307, 170.2895352741898, 164.2545210311814, 172.4971139144509, 172.84693901864966, 170.26528774027815, 174.25558354663258, 171.63486489596494, 168.5854087275161, 171.64756337626, 170.13305104711912]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,165.63707600264934,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[638.7328559268508, 441.66883933863846, 315.94229443275117, 218.35800211627384, 217.1914971197275, 170.13697403679544, 160.95453261311332, 160.84640009835948, 161.12472846693777, 163.2258102154833, 165.61365148114783, 164.13928937046649, 168.0579036829131, 164.6461902675028, 167.75861492678087, 168.86253042212456, 168.08546993786103, 167.82469458435207, 164.67310032894602, 165.63707600264934]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,163.62528246316856,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[594.4817220733885, 393.4003668770847, 251.18280242365404, 217.82258577834455, 192.47101208856543, 212.55788564778481, 183.95377762296312, 158.54665828648194, 159.8810477664656, 162.5041371076627, 149.94402359928563, 153.16626690125076, 154.07533588304204, 164.62700284027505, 160.69580040598066, 161.93263716378533, 158.6812413670741, 154.48562795769158, 166.84378835563325, 163.62528246316856]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,164.5454678384731,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[568.4347437169442, 401.9909384033149, 378.3691251705641, 198.6786314685105, 210.31346568827166, 174.4589086334156, 177.21122455712384, 159.67271614179072, 161.76423605182526, 167.4320784763945, 160.09471520702596, 158.82175290582563, 161.9389084968293, 160.14194278096647, 160.75494952098234, 170.97612798074988, 159.90504563026843, 162.48327353137142, 165.88213800896415, 164.5454678384731]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,177.15209079435363,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[729.1875842545498, 425.8961021641512, 338.15844931206334, 253.91275188225336, 174.37451420858702, 175.33613034079826, 195.37599689678973, 155.92223470324438, 161.31398098086333, 160.44750083568488, 166.92376403447497, 166.70070033554907, 161.6061877530799, 176.708580201421, 163.917597517393, 179.8356065273938, 167.0827742166648, 173.3971390913698, 177.48908194977048, 177.15209079435363]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,173.59557680983812,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[584.8596129604939, 378.6030542777353, 301.4969586736254, 198.3393332282012, 200.4717429004918, 167.2374164185021, 184.50687968112948, 169.37662527527664, 162.81576251805245, 164.25599706043522, 160.7026544126902, 171.39747952441348, 172.10639088623861, 173.23463614773823, 169.42562028836915, 178.39401533478713, 165.65041044696432, 175.93076001855684, 180.35234124891167, 173.59557680983812]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,179.55436981540515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[652.0823633180707, 393.6459159969304, 329.07183632633814, 223.94818734260843, 201.31249164950486, 176.73312681380662, 180.81765427583923, 174.21222753815687, 148.27633395497833, 161.4500857750361, 162.67979099069134, 166.98583110893333, 165.30881212493705, 166.59607101740335, 168.2048081526259, 175.7287777326153, 168.8667444194664, 175.2637846876587, 164.44786167765074, 179.55436981540515]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,167.10076787545927,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[569.7599831021839, 370.4645356327003, 262.6295342748658, 227.7232323683652, 203.05290456531657, 168.8193519805618, 175.87470838663648, 161.34588800803772, 162.0041029532906, 167.9575314787055, 153.94129785903124, 165.41139006364642, 165.98948825929256, 164.60303617350246, 169.18927335889043, 170.55336024601206, 171.82952884674842, 169.01479552639694, 173.21247914376272, 167.10076787545927]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,160.24731244184386,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[450.74033697154823, 394.8504905690397, 227.12950750256277, 241.46253166357883, 171.71032049327346, 160.4933721452594, 172.827456274807, 167.79111805747243, 158.99248704726892, 156.7209521733705, 158.2459170757195, 164.6983907296003, 146.0247011331012, 155.49998555696402, 162.3036759137965, 164.35544733524853, 164.48305060102825, 160.3402621258815, 169.14474317579334, 160.24731244184386]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,10,166.7952020369728,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[590.2254930224233, 353.6702496365526, 256.93964874472977, 208.52486283221288, 176.21787154763615, 148.38208810192987, 165.22666087099674, 175.5408774865009, 161.5819800374693, 164.0842171098834, 157.66483415674793, 167.76422394633278, 160.34571104746033, 167.09678391708394, 161.14645568466608, 170.67936768069762, 161.97700528088671, 164.23787247377118, 170.206272025629, 166.7952020369728]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,10,175.66189630140138,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[722.9088779405392, 528.8138501335027, 238.6415982616868, 198.08609134945732, 168.85674593772592, 161.2804115149902, 172.13274809348036, 179.7886856296152, 179.99256413193916, 168.72762414853423, 173.15621106585468, 171.60874727325313, 168.539129156145, 176.49262815359634, 160.02295543101354, 174.91153368977484, 174.45041056215723, 177.95784136225325, 178.55280140529476, 175.66189630140138]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,10,172.22312402928083,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[601.0867710414095, 487.7905496783251, 293.8322264192075, 234.1676190818962, 189.26791796599036, 178.12184911503869, 164.6477200864083, 166.27945850043784, 159.01530644712602, 160.04341591423395, 166.8569256596943, 177.99120459727624, 177.33526974658844, 172.21093519254305, 164.16695069636603, 172.4195557749406, 171.73142902731547, 174.91683501615216, 173.21519845028388, 172.22312402928083]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,10,169.9137400560394,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[615.5863314286821, 353.2599592927893, 312.18442227366086, 212.44610141842554, 184.73022251205657, 167.75316818558713, 171.0236911694128, 163.97609207405822, 158.10585848597702, 159.34003260267514, 158.2889978083765, 166.72053576356484, 167.776727355395, 164.56057156416728, 163.72742983895546, 171.08741526734093, 166.76946561155773, 168.36127280642881, 164.46829724050008, 169.9137400560394]"
