Setting,Seed,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10
-non_saturating-n_epochs-50-d_alpha-2,69,634,435,359,283,602,404,346,269,520,351,288,227,425,286,242,164,354,230,177,115,287,166,118,79,227,111,86,54,158,73,55,38,101,50,33,13,46,15,9,6
-non_saturating-n_epochs-50-d_alpha-1.2,69,766,603,503,385,743,574,484,371,676,498,414,301,579,410,317,230,494,312,248,146,404,232,163,106,312,166,115,68,241,102,73,36,155,57,38,12,68,16,10,2
-non_saturating-n_epochs-50-d_alpha-1.5,69,644,463,386,282,623,447,369,264,542,377,296,227,456,279,229,174,353,216,182,127,278,175,138,82,211,124,87,53,155,76,53,36,95,37,28,15,34,11,4,2
-non_saturating-n_epochs-50-d_alpha-1.2,70,694,484,385,289,665,465,369,272,552,375,299,207,444,285,221,148,364,214,158,113,275,153,122,74,208,104,81,45,143,73,53,35,89,44,33,16,40,15,8,4
-non_saturating-n_epochs-50-d_alpha-2,71,102,70,65,50,70,56,43,34,36,24,22,17,22,13,12,10,12,8,6,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.2,72,707,509,414,328,665,472,392,312,551,391,329,237,464,313,253,167,375,228,170,111,293,158,119,81,214,108,83,51,148,69,50,29,84,35,25,11,32,9,2,1
-non_saturating-n_epochs-50-d_alpha-3,71,793,582,476,346,763,550,445,321,675,451,364,256,572,364,287,191,466,278,214,128,374,207,141,86,305,144,94,61,211,95,64,39,136,53,34,14,54,16,9,6
-non_saturating-n_epochs-50-d_alpha-1.5,72,811,646,555,410,777,614,522,377,693,524,421,296,592,397,317,205,481,295,213,132,384,210,137,79,291,135,89,33,189,77,38,16,112,25,17,8,36,7,4,1
-non_saturating-n_epochs-50-d_alpha-3,73,528,372,312,237,459,329,278,205,352,246,202,146,274,174,141,98,213,121,90,62,155,85,63,35,108,53,34,18,64,26,16,10,36,11,6,5,10,6,4,1
-non_saturating-n_epochs-50-d_alpha-2,73,163,124,100,70,116,80,61,50,61,43,38,30,42,25,20,19,23,13,10,8,10,6,4,2,5,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,72,731,532,438,314,694,508,410,292,596,405,327,220,486,314,231,153,391,221,160,108,305,154,119,80,233,103,86,50,151,76,48,25,86,34,22,9,29,10,5,1
-non_saturating-n_epochs-50-d_alpha-3,72,818,623,514,375,790,591,495,355,725,518,417,300,628,420,328,237,524,323,252,180,437,255,192,132,354,189,149,86,264,136,88,43,182,79,45,12,75,15,4,2
-non_saturating-n_epochs-50-d_alpha-1.5,74,841,645,549,430,816,615,528,409,722,538,448,333,630,430,348,239,530,328,258,161,418,249,173,92,324,157,97,50,232,96,53,18,145,34,16,0,42,8,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,73,825,633,525,383,787,599,496,368,702,503,402,285,593,401,310,217,495,302,226,150,402,219,167,101,312,154,110,59,214,100,59,26,128,48,24,12,49,12,7,3
-non_saturating-n_epochs-50-d_alpha-1.2,73,835,645,539,398,814,615,513,371,719,515,420,295,605,394,313,193,494,294,212,130,388,212,147,79,304,132,85,46,207,71,53,28,117,43,22,10,55,11,5,1
-non_saturating-n_epochs-50-d_alpha-1.2,74,709,506,430,333,665,474,409,308,574,398,329,238,481,316,251,190,387,245,191,133,318,182,145,97,232,134,100,54,174,83,54,31,106,38,20,13,40,14,8,3
-non_saturating-n_epochs-50-d_alpha-2,74,734,525,428,317,706,491,397,290,619,399,322,216,502,310,230,157,406,227,172,113,315,167,117,73,233,117,81,46,162,76,52,26,106,36,22,11,28,11,5,1
-non_saturating-n_epochs-50-d_alpha-3,74,850,670,572,432,820,626,532,405,743,530,438,337,656,441,342,243,532,336,259,166,440,243,184,93,336,169,104,42,236,86,43,12,121,31,13,2,43,2,1,0
-non_saturating-n_epochs-50-d_alpha-1.2,76,838,666,555,400,815,634,523,383,732,522,430,302,629,420,320,215,520,301,222,136,398,204,144,79,295,135,87,44,206,74,43,20,111,29,15,6,37,7,4,1
-non_saturating-n_epochs-50-d_alpha-1.5,76,745,547,444,328,710,508,414,307,603,406,332,223,487,303,228,154,363,211,163,106,281,149,108,70,205,109,75,46,143,67,41,26,82,38,25,16,36,15,7,3
-non_saturating-n_epochs-50-d_alpha-2,76,857,646,535,394,820,609,494,364,706,490,395,269,601,365,282,182,470,264,196,132,363,197,135,83,275,124,87,51,187,79,53,21,113,31,14,7,39,9,3,1
-non_saturating-n_epochs-50-d_alpha-1.2,75,795,617,510,373,766,588,476,355,675,485,395,293,586,384,307,214,482,303,239,143,384,231,164,97,305,147,105,54,219,102,53,36,130,55,33,15,57,15,8,2
-non_saturating-n_epochs-50-d_alpha-1.5,75,690,508,420,328,661,482,402,318,581,413,346,267,497,327,284,197,408,273,211,149,344,205,160,105,267,155,108,66,198,95,63,34,125,53,30,14,54,13,6,2
-non_saturating-n_epochs-50-d_alpha-3,76,531,368,300,222,439,286,237,175,310,198,160,115,230,133,100,72,155,82,72,40,105,56,39,32,73,39,29,13,47,19,11,7,20,3,2,2,4,1,0,0
-non_saturating-n_epochs-50-d_alpha-2,75,828,628,511,362,798,593,486,344,711,480,383,267,600,367,290,189,488,266,201,131,367,187,139,83,284,126,88,50,191,84,52,30,112,40,24,11,41,9,4,2
-non_saturating-n_epochs-50-d_alpha-1.2,77,804,598,477,328,768,538,434,294,646,412,318,224,494,299,230,140,365,202,144,92,263,125,91,68,181,85,61,42,115,53,40,24,68,25,14,5,17,3,1,1
-non_saturating-n_epochs-50-d_alpha-1.5,77,801,593,477,330,773,562,450,317,702,476,370,266,577,373,289,196,469,283,216,142,380,203,159,101,293,149,112,70,220,107,75,41,134,57,37,17,53,18,10,3
-non_saturating-n_epochs-50-d_alpha-3,75,850,643,524,389,827,615,498,368,750,514,418,288,638,398,315,226,502,311,233,161,408,236,185,99,310,172,115,56,240,100,60,31,135,45,28,11,49,9,7,3
-non_saturating-n_epochs-50-d_alpha-1.2,78,603,445,363,265,578,407,337,251,483,326,260,196,374,240,192,137,290,169,128,88,209,116,88,50,148,72,54,32,93,45,31,21,57,25,16,11,20,6,4,4
-non_saturating-n_epochs-50-d_alpha-1.2,79,756,560,464,336,721,522,430,318,617,433,346,261,503,330,278,188,412,251,197,128,320,178,139,87,240,127,91,54,163,79,54,28,94,38,22,10,41,9,6,3
-non_saturating-n_epochs-50-d_alpha-3,78,401,238,187,132,295,174,135,100,173,105,83,62,109,70,50,35,73,35,26,22,46,24,16,9,25,11,6,4,13,5,3,1,4,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,79,629,433,354,260,601,411,331,246,518,339,272,208,423,261,220,168,332,213,175,132,261,168,140,90,219,129,95,59,163,94,66,37,110,50,30,16,45,13,11,3
-non_saturating-n_epochs-50-d_alpha-3,77,435,292,243,179,355,238,187,151,243,157,135,104,173,108,92,72,120,79,67,41,89,47,40,30,60,33,27,13,36,17,13,4,21,4,4,0,3,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,77,808,623,529,392,778,592,505,363,695,498,407,281,604,391,309,214,485,300,228,129,390,206,144,76,296,131,82,42,204,72,43,23,116,30,18,7,30,7,1,0
-non_saturating-n_epochs-50-d_alpha-2,78,764,585,496,365,724,537,454,326,620,432,355,243,518,329,248,158,430,236,175,105,329,160,120,67,230,106,66,34,144,61,36,13,88,26,9,3,26,5,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,78,703,512,425,314,685,495,412,303,615,431,349,242,524,355,264,177,437,264,197,140,357,207,150,104,285,147,111,80,205,107,84,49,144,63,41,17,65,19,5,3
-non_saturating-n_epochs-50-d_alpha-3,79,345,209,168,125,268,163,140,98,178,110,90,62,122,68,56,41,81,44,38,24,49,31,23,14,38,16,13,8,20,10,6,5,11,4,2,0,1,0,0,0
-non_saturating-n_epochs-50-d_alpha-2,79,835,640,540,389,812,612,510,369,721,510,410,298,616,403,321,216,506,303,244,154,404,231,166,101,326,161,120,72,238,116,76,38,157,65,37,8,65,12,3,1
-non_saturating-n_epochs-50-d_alpha-1.2,80,257,199,170,143,188,138,128,101,123,90,74,59,82,55,42,28,49,26,18,14,29,17,11,7,17,8,3,3,9,3,3,1,2,1,1,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-3,80,298,191,166,132,224,148,131,108,155,102,82,60,105,63,47,37,67,41,33,22,47,26,22,13,27,13,11,9,14,8,6,4,8,3,3,1,1,0,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,81,823,645,535,401,811,630,519,393,757,546,450,338,684,473,384,275,596,384,310,214,498,303,239,164,410,234,179,115,315,173,132,72,220,116,79,38,128,49,25,12
-non_saturating-n_epochs-50-d_alpha-2,81,840,667,565,422,815,641,534,398,737,542,433,310,625,432,331,218,529,313,243,138,407,222,154,84,300,139,92,51,216,85,54,28,118,37,29,14,41,11,3,1
-non_saturating-n_epochs-50-d_alpha-2,80,714,545,455,342,677,517,427,324,593,437,357,260,503,347,279,199,423,261,203,137,349,190,150,89,253,134,94,54,199,79,56,28,130,41,30,12,46,13,7,3
-non_saturating-n_epochs-50-d_alpha-1.5,80,770,547,457,319,720,507,416,297,611,401,317,224,481,286,228,151,366,206,157,107,262,143,116,63,193,104,67,39,119,54,32,12,64,21,9,2,19,1,0,0
-non_saturating-n_epochs-50-d_alpha-1.5,82,818,637,527,383,785,603,495,365,710,505,404,305,605,389,316,231,500,314,253,169,415,243,180,115,326,171,121,80,226,119,84,42,152,68,39,13,72,12,3,0
-non_saturating-n_epochs-50-d_alpha-1.2,82,912,787,667,508,900,762,639,484,843,654,537,380,770,529,424,275,651,422,304,190,537,306,214,122,428,212,145,70,303,119,74,33,175,56,33,7,73,18,6,2
